10568.72593	2621.96825	2236.634769	8861.831457	2512.011472	4050.899265	3922.99896	3036.820191	7890.0257	5208.644058	11334.70046	11407.28224	2112.69605	9642.33166	690.6510998	2324.846296	6664.39347	1559.399228	10361.81031	632.9618379	9747.842064	3574.954962	5786.590403	6287.894337	8425.640023	1443.102137	2451.253115	3336.523223	1347.015424	8279.022447	4169.782836	11362.60567	11388.16164	6768.806988	1427.916227	3303.51217	3221.14324	1110.057482	3379.351473	3228.134029	6335.207807	5265.826616	3251.421514	10838.3684	7065.750085	5805.487757	6282.483738	9652.480382	2198.071386	9666.661242
903.1894876	358.9981947	156.4050192	917.731873	172.2699882	633.9842584	681.3054752	904.8518437	875.448107	679.7649121	871.7174485	718.8601988	772.002459	167.1155036	917.5066652	638.9736013	68.07078623	63.35316966	589.321045	603.2106947	636.8587453	913.4623404	615.3568168	903.5499038	611.9720741	251.6164998	794.305272	530.3035061	351.5936809	826.9766563	330.8275948	43.29462994	832.7181542	545.9853728	921.8329777	911.0437034	643.9174332	198.6705332	641.0913432	362.1595975	907.296689	911.5607338	228.6464715	879.0444007	628.8950392	9.354995252	914.4576577	76.08815278	871.8745926	350.08479
846.2925938	2304.800502	4121.469151	102.2432035	4597.647184	1401.462778	3097.212041	3658.907551	3948.383844	5923.528452	6459.084223	6786.659626	2067.073133	2902.528228	965.0503235	4821.558595	2525.402323	259.9258348	2568.575746	2327.378107	5828.54113	6331.225865	3147.886813	5730.605988	2501.635398	2858.92353	1940.990164	1341.282546	2155.092904	264.8616964	1900.118853	6143.949837	4600.738541	4822.351159	6133.502505	688.4881788	6682.790351	6200.229347	2281.004538	1349.545636	3804.2661	6535.389222	988.8108322	1967.162347	3564.807066	6744.316233	2451.474638	6686.362011	4057.212118	1124.377764
4333.433801	4444.136885	2834.133455	3479.971171	2931.876775	4445.026904	3836.339538	4419.320519	4429.605376	4399.868343	3786.570388	2870.000006	3026.171498	4387.637703	2276.879383	4393.9653	1359.226963	1498.903223	4409.987448	4356.930368	4266.394407	4426.846253	4416.891408	4099.869409	4319.681455	4249.304799	4446.400705	2765.137157	4320.342506	4044.005465	4277.233384	1289.859136	3174.843745	3471.963307	4465.824069	4434.857947	4439.965097	4343.182441	1959.206467	4038.309592	2657.656358	2672.623825	4040.259236	3330.265699	3337.321299	1260.171481	4431.284446	2177.674714	3644.411214	4005.146299
4486.532978	4998.944073	3983.482582	5001.441558	4069.162701	4893.656713	4455.219114	2996.762805	5008.245328	3435.098042	4800.173398	3125.768135	4735.072093	1584.166002	4846.826479	4967.300249	1131.655968	1190.450864	4205.808224	4741.906879	4874.981592	3279.307334	4986.385658	4921.680264	3506.231872	4734.93087	4906.320525	4991.921832	3072.248901	4971.644186	4961.48442	948.0629765	4888.596691	2992.156645	5014.062408	4424.742525	4669.542087	4569.902853	3048.232525	2666.5465	2822.844723	4943.256781	1814.918287	4683.119103	4499.638303	1010.750147	4887.795914	2260.046601	3393.602945	4117.106867
17167.40605	20655.82666	1228.21255	7099.186029	6522.771809	6332.941502	19428.3517	13594.06249	16531.42903	16428.28247	21940.05911	6186.639995	21280.43808	8620.632863	15891.17929	18826.72181	21355.02238	10894.10711	18529.59712	5026.045448	19178.30263	19588.7145	21780.65519	22059.50825	19301.22297	21359.76191	21040.16403	21059.90582	10411.31283	14687.80703	21451.6542	21463.64249	6107.942433	7352.747197	8134.71774	3556.122769	3696.770745	14967.49621	21282.46377	13341.51025	14776.75011	21759.27991	21382.57967	13474.23879	9639.095577	740.421106	21646.07411	9946.854513	19798.55953	7036.330049
1933.313481	2703.649218	54.85021039	984.5107728	2706.491313	868.7349279	2621.595069	2103.977634	586.4037705	2265.952288	2688.421241	912.9380047	2303.647491	1532.886778	2532.150415	1488.827356	2115.070721	979.9528493	1499.193374	687.4231579	2629.504433	2690.399227	2611.540684	2755.191395	1311.545336	2543.238696	2300.28476	1306.73891	1050.985518	2136.948628	2659.992836	1545.397924	621.3060218	1054.269538	634.2893738	764.4278206	690.0327517	672.4833941	1866.374689	2713.048984	2673.828469	2645.906724	738.7056112	2518.237713	820.8048191	78.76439176	1979.894491	1311.660977	2650.545683	682.6684149
4701.941474	6034.031786	4934.468631	4177.772506	5489.717349	6292.298934	1761.43231	3674.376837	4182.87711	4519.755635	5576.325192	6219.365407	4363.730273	6056.377395	2102.561911	5791.205742	5010.000299	857.96948	6095.082113	4582.466833	4242.945187	5117.014551	5738.004288	5850.49083	6171.714056	2954.668462	3277.620129	3714.245944	2070.678028	3732.672841	2958.232304	3582.473548	3831.234521	6103.650834	2402.517351	4705.222408	3451.386469	2717.895732	3111.443895	3168.359378	3709.689549	4821.658969	5818.800326	5498.647989	5039.293437	1384.98496	4167.024052	1702.197923	4561.597851	6318.916468
1460.822179	3218.627552	3273.144935	1829.079001	1889.000546	1927.29696	2815.565614	477.5184938	3134.411202	2573.346981	2573.287472	2325.665277	3342.142788	532.4603854	1648.273669	1890.821446	237.7448828	551.9825476	1104.462435	2194.861982	479.7294642	2583.259896	2369.080288	2755.49028	2271.909103	1618.136518	1512.89727	65.97879684	2223.849662	2404.388273	2137.415922	1220.310941	945.3282791	3079.888624	3070.210845	3180.785004	2827.411797	2878.615518	967.3947646	1786.314523	1309.212738	3167.99871	1248.28165	2308.907874	1818.099875	1347.628147	1972.627644	897.0268098	779.0634693	1621.829277
2605.837629	3497.886694	9529.061227	9397.095353	2386.191083	9498.74208	2915.268772	1131.927722	4998.955839	6434.109161	5773.389623	5807.03455	8776.977583	2182.021976	9037.240085	9458.910297	430.7405122	1627.046508	6171.273874	9368.272372	1688.893329	6929.519316	8205.522672	9556.62121	9160.898096	2734.226326	4878.904557	115.327257	8352.738488	6656.472776	8313.348882	3987.858599	5943.415688	5317.499793	9151.95064	7698.881671	9441.539034	5892.428251	3800.504612	4579.819157	1755.015804	6483.127845	7083.792068	8851.504442	8930.843251	3418.295767	3111.301028	9145.905067	2035.334409	2045.078394
300.3909744	650.1126088	603.9427566	378.3580844	102.7831891	401.3321588	274.7163516	274.5196431	682.2082861	688.4307767	679.1386736	614.6791058	223.2549857	195.2015751	430.7919724	502.8623695	410.1639173	245.4018935	692.3261708	601.1393267	295.2464923	286.9791966	570.0500166	320.5201484	349.115629	520.1574022	458.0442737	648.3488249	407.6905142	664.5099506	410.7644274	302.8282525	684.5147528	458.0437206	439.6861683	465.6532281	506.4848186	370.6239721	267.956152	444.8597149	378.0019862	694.6448078	290.4945976	495.5163588	603.1665113	661.6691676	505.3034152	430.0268957	608.929414	243.9122563
