,GSM2648568,GSM2648569,GSM2648573,GSM2648575,GSM2648576,GSM2648580,GSM2648583,GSM2648585,GSM2648587,GSM2648590
OTUB1,1544.5927263494657,1527.37269339025,1520.9367577334406,1534.9795516387774,1523.5776958465576,1526.8720296514916,1536.1940690855304,1528.7709709330413,1529.779498819066,1516.4687525256859
STIP1,1506.9451087657385,1488.0818693522283,1493.3142316934204,1525.3067595918842,1508.415585484133,1526.6997632818634,1532.684582336376,1528.8927984416264,1537.5973220205824,1542.8644358384545
FERMT3,1580.5798021300195,1551.5125391906588,1554.908329735965,1562.7420415264507,1534.7621133476932,1576.3275168622667,1559.3956759271603,1571.8116715222513,1598.2196445510265,1552.9453506143063
ARL2,1454.3115463185864,1425.0528676845922,1426.1337399637898,1400.569559360236,1391.8464352784497,1398.7427648702396,1405.9984266696297,1392.68827499513,1399.138694661884,1389.2173899444376
DPF2,1469.918996523018,1471.8807961698083,1468.1220607501111,1453.434692704545,1419.6268628216426,1453.7217134563923,1457.0548682843778,1454.3220435518765,1443.2541403170478,1447.0711111390592
RAB1B,1618.9830825953225,1606.3793146162805,1593.7570425015783,1600.6064636326228,1585.021675868513,1595.3465443852563,1616.037638706055,1596.7835730853644,1606.5695064553752,1596.8957303470925
RBM14,1411.8369951833442,1370.3904906353032,1363.2696958073304,1353.2562384660312,1302.205507431362,1328.4322461065256,1378.0255105739657,1348.3045972298212,1350.505296700638,1367.0824875129697
RBM4,1369.873064074964,1371.3033603790984,1359.6522320521144,1365.3677257948245,1386.9049963824848,1344.1466304388155,1383.3570195907753,1390.6486908626387,1368.1190602653844,1370.6732146508195
GSTP1,1637.8417997268236,1621.4494108672825,1630.4848425658934,1606.495144262163,1602.024417069697,1608.6219923938988,1607.2955017217575,1594.978062031166,1594.890641459268,1584.016082104418
TCIRG1,1553.8400139673004,1554.7190301513697,1548.945402160656,1512.8863736028263,1494.7852660294702,1501.2590283132927,1539.168070767325,1535.3304925188788,1538.5232608427357,1532.0417540508581
INPPL1,1385.573603185097,1393.297777212636,1398.79601046468,1377.0175789517982,1328.7341681292294,1381.7635899145926,1401.3300953131645,1389.7781032731996,1360.6474041478957,1384.3261071031543
SLCO2B1,1449.0424404649896,1481.2178675393684,1487.1500296396798,1403.6544327982954,1226.7885886562929,1372.9561299690029,1453.014015583767,1408.0275902895578,1339.570328492373,1410.6602045939146
RPS3,1730.6144769397104,1716.9573282429824,1712.2474648757866,1716.0273460813314,1719.69380952956,1720.954704518935,1718.2768414899028,1724.174081612994,1707.2369734080023,1708.9901378451805
RN28S1,1831.7199801673648,1826.3865434835895,1845.508969381438,1799.7549243548483,1837.8609306282187,1831.228423368892,1844.8119629068815,1835.4313427677766,1830.1693710634793,1856.6797818902585
RPS28,1810.7106355232627,1796.711079684313,1795.4806231709567,1772.5847301672823,1773.9558824061244,1775.4264243500718,1793.5660419606058,1767.3475604980777,1770.9954520967872,1776.4731444542595
PANX1,1286.2221413526652,1276.1797009838551,1258.4352675697705,1308.6007074205718,1553.646847878395,1351.6620926121946,1288.862029311849,1332.5293037164683,1392.1305550389714,1330.0201398283589
IL10RA,1546.3449881038443,1514.3685150006377,1517.005743940395,1532.611739893209,1696.412242231215,1528.2077776128142,1521.7359722668316,1527.595130147934,1557.4550853275837,1497.993005923188
ATP5L,1531.5014145079622,1526.260908794638,1541.642013943274,1521.4513533217407,1514.3304216626182,1532.71541428475,1502.3239520557438,1542.055644762456,1523.999561651535,1528.6298995115967
ARCN1,1469.65341935087,1470.6703081329088,1480.8105681761479,1483.2619912134262,1502.930919209538,1477.602480744442,1492.0110588738594,1487.0498402121007,1473.8962870991986,1496.870775388814
RNF26,1500.7478517641196,1514.9963785577158,1513.7949367844594,1488.4678865220092,1411.7059458413635,1470.2674881011494,1498.627732052331,1473.9677559475238,1464.4276394392793,1476.5036597637493
EI24,1525.3246918237774,1562.0600985971184,1561.4025123972028,1544.9210704384968,1530.3956130732731,1532.0181456457788,1510.411149611502,1545.3696267656514,1558.8993857650928,1522.891469474243
A4,1706.5236157259933,1723.2483017439238,1716.806947958629,1720.656027293282,1724.7110796585828,1719.8281371493035,1728.361810258501,1722.1481859646135,1718.6600768683008,1722.0997064900196
RNA,1492.757264373253,1460.0706552435477,1450.1442791051493,1419.000649861495,1423.707961909828,1433.3737739391288,1461.379939982279,1426.57685510794,1451.8693377184388,1430.0282613286217
CTSD,1776.8454392109018,1783.350472201163,1784.9472587996931,1770.4308029800861,1754.3500617865302,1759.4630740978669,1778.6946605129972,1761.4136026360982,1763.7930978317092,1767.4131857499235
NUP98,1423.7154133417384,1428.3347571073975,1421.3948898287392,1422.34328161349,1430.5603478788425,1419.6266442041237,1409.8044897637826,1429.4281663481945,1439.0142431993604,1419.5162457987117
TBP,1578.885036464456,1575.1670930714051,1578.6546105484992,1578.5228829807013,1565.235239039273,1574.8755574611157,1601.5987644282366,1576.6792964720091,1573.8005725706423,1579.6051686747994
TPP1,1612.8707007724308,1623.3988038327084,1631.3337553320682,1600.0525574686333,1582.4282476979467,1590.1771861030031,1617.2486587814674,1602.275392910569,1595.1040040239,1602.638266105913
MRPL17,1366.7195404988806,1351.10479782454,1360.0153476417747,1353.3091611836794,1399.1896561378,1358.2043865165156,1369.4315244583042,1369.42469624903,1383.022982488429,1377.3231148538962
TMEM9B,1433.254288267138,1434.458483110602,1460.2586639498816,1458.6954302075824,1429.235369424874,1454.7744523818974,1452.7449000114534,1436.246400283724,1430.6110406538535,1448.0250070932768
DENND5A,1322.667816889248,1309.3982070610093,1280.2306920770693,1268.390273341127,1496.7885893318803,1302.6602401747732,1261.9668112402112,1304.849956881104,1390.6698420964906,1292.448682681813
EIF4G2,1657.7778840463689,1656.323255907694,1661.7029249349055,1652.1142526641856,1666.16109524004,1659.2628362909247,1660.555670344484,1657.3865987885765,1664.55898964661,1670.1322213055714
COPB1,1385.9664931253365,1402.9172500947684,1417.949947055036,1405.376477704163,1403.9187675812043,1405.1453316080842,1400.6792750005282,1404.1605935282907,1392.6995218779898,1403.3780232848856
RPL36A,1477.728881920464,1459.8732483609729,1490.2444535938012,1463.9767335335403,1461.6125484410434,1474.0327387515927,1463.6125008015765,1470.3950615946364,1473.1782400066872,1479.7225453940514
RPS13,1679.5675327529682,1654.1860522275963,1663.157030350515,1631.977569915395,1639.4753949522592,1622.3704893223137,1649.9434547403323,1643.3326321521417,1629.5935155131656,1624.0947664936143
PHF21A,1398.9373369712264,1383.4096116292214,1397.0803851485234,1332.0517781912133,1315.4031752326898,1337.3013664748948,1338.0886223387265,1355.944961521038,1371.7817842915674,1319.482668825352
ARHGAP1,1455.5805671360154,1460.9082636133612,1478.5609493457844,1449.135064659321,1366.7625663827819,1420.533093434786,1439.4538860318712,1436.7350791664753,1396.4484115552743,1440.865997428265
ACP2,1454.648309124506,1419.674901015559,1424.0361039028542,1403.591364274673,1414.1490902955072,1388.5776818687712,1393.3911859299062,1395.406807939511,1408.6223871180275,1375.088233801905
SFFV,1546.5297969607514,1523.4190722142387,1530.5883481991932,1506.1257020814614,1515.5133888983153,1494.3929830095437,1527.1004342108636,1519.7571041461586,1530.3334208618608,1501.111985664454
CELF1,1414.3148028203955,1433.2274318567675,1422.4286465036782,1428.215509584694,1490.2271195478686,1442.8880728775578,1444.8169749372685,1428.876520438534,1463.2992797224756,1456.2159214203846
SLC43A3,1693.3789146591612,1672.8917252326837,1661.9069378416154,1670.4575956543176,1735.4239647650697,1671.5183580158964,1663.831740525815,1668.8397534439823,1699.1346667869766,1665.264204219269
LPXN,1598.819751829506,1573.9538632722476,1565.1514207097625,1526.0553555461868,1547.6354992214729,1546.253363428064,1539.4028603737827,1564.126956542516,1580.6746767362863,1550.1178770972128
SLC15A3,1440.04293361086,1411.3714740172582,1408.466769928379,1398.3676452528923,1485.7558342968598,1399.1009695435932,1382.8997977255688,1376.578298045271,1422.564810091481,1361.9755174372744
DDB1,1523.7284908818976,1507.2783178014945,1495.2681002697618,1483.4772468266597,1480.7868204070555,1487.7046728490616,1482.0633939686868,1508.9103493368561,1510.6466211483148,1499.958277932165
CYBASC3,1559.577302258395,1521.5903167881645,1506.5997164840576,1457.9331237046665,1498.8953188611868,1466.4215730395315,1488.6718289153525,1509.8411662563824,1521.1998618451134,1502.2273733297159
FADS1,1423.630538163011,1413.305787290265,1402.343644298808,1397.7506705652804,1309.487925429297,1393.629461517786,1424.4493198367397,1399.8815733952924,1423.262341552778,1401.0569220820828
FTH1,1523.8161039696167,1522.3538975770125,1532.364218937466,1529.7901089885304,1575.9701841408314,1526.497418657221,1522.6710115767592,1523.2586183816707,1536.0955778156726,1525.2645764822973
AHNAK,1306.273354745291,1397.6420995104097,1390.8600453150839,1405.2201774499683,1320.6751004298162,1383.5190662527075,1363.1134871827828,1396.2678135900728,1372.0731062548148,1383.9374321375903
EEF1G,1702.294915289059,1723.5115109206902,1711.3465219723298,1711.7469128041664,1693.4479303935127,1696.0239326922,1707.2595794886458,1722.9530688303216,1728.027514080895,1713.881420686464
MTA2,1460.9140138509056,1461.1865524825466,1448.2191640257267,1467.2672652008034,1448.1407852009552,1470.2497145868228,1461.856384388365,1460.815860413983,1466.3752566959201,1466.998914567131
GANAB,1526.5718093692765,1543.3091865147746,1533.5266817414697,1532.3388999757983,1526.4923726953496,1532.7550628936326,1541.099936125721,1534.8294940004282,1533.1085019108245,1526.8206449183742
NXF1,1419.490819768291,1378.374365242436,1370.0000679075442,1401.6074478902851,1424.1229655671066,1385.5780595277865,1395.2887253224458,1384.8160277830782,1413.8319897377926,1396.1163705831925
WDR74,1367.7307871847865,1281.0722386451125,1278.8602456453523,1345.5871059935291,1384.8465230923964,1354.1477869504556,1334.083056731016,1342.4541391209166,1381.7619550231043,1335.0365103170104
SF1,1388.8905799279562,1367.9700629139559,1375.378341045504,1369.6270448271246,1361.6587107731043,1364.1955647573675,1378.939954304379,1379.7814033271702,1387.094651430157,1387.8652390078992
MAP3K11,1378.4851568068366,1358.178818626361,1352.9224076375558,1335.2618289381148,1346.7049294891342,1350.427380243852,1335.8239324153872,1363.398341119303,1369.6084950915654,1322.159188649834
PPP1CA,1576.4168115088744,1574.1745751340152,1582.1748600998471,1585.389125726391,1525.964311563331,1582.4716840456695,1586.4033458629435,1573.7485920239128,1564.2539655121075,1573.007274276974
FCHSD2,1396.934556544151,1329.111751872131,1329.8767536999437,1309.14967778706,1367.8822490076184,1352.7267261203647,1292.8577090413926,1325.6951911393703,1357.2728563548408,1294.8008505103842
RAB6A,1427.7168673324018,1424.2303390071975,1427.791858286109,1430.9973798983929,1407.1891618505203,1419.1672672184488,1418.292614600743,1418.8647631599829,1416.6563083016713,1391.705457153574
ARRB1,1560.3137997770325,1537.7310712009087,1541.4215704668961,1533.393241164184,1455.9638109531052,1525.1220220870155,1525.996511148923,1547.8828324483723,1560.6363758745968,1536.9713569591688
CLNS1A,1357.127139452703,1364.196986782633,1369.437320896419,1341.8941697244566,1291.5757609313,1344.1082123040017,1363.0117450199846,1353.7244156286038,1371.2169205787916,1359.3286956647391
PICALM,1559.0570995500639,1571.1654910558793,1570.2763892320088,1554.0591510894594,1564.544485443604,1549.347322114321,1542.175025376342,1569.6625795168748,1561.619758464151,1556.0205359932554
CTSC,1573.5707551125045,1589.8464882006447,1606.2196295946815,1598.4758443780697,1556.619432214249,1575.7505612433536,1600.4495310913653,1592.122644245678,1567.8715551496182,1600.7427913618792
SNORD5,1325.2122926102352,1321.2131460712217,1285.152606142503,1338.353420544995,1342.2963773491097,1318.9648419020514,1320.7369839022003,1394.2090655798265,1384.9651289100796,1367.9530373214027
TMEM123,1553.6894289727836,1556.9096981954979,1567.918602484665,1549.156258905237,1646.5856071136689,1555.2112146487257,1556.7264888221698,1551.2898961435205,1555.582692052063,1557.4246927350453
CADM1,1409.8848660726069,1392.5794355010444,1395.5783572380496,1362.417764155123,1375.1690790045675,1363.3305414870206,1369.000527631012,1351.3142842312361,1344.9042558372983,1354.6017785395268
BACE1,1352.3400424770098,1378.3113047105023,1386.2594858080718,1382.0082186471477,1262.6229825250382,1350.5574003371191,1378.0447331148453,1364.465905995095,1330.5723094125167,1354.954460013561
RPS25,1715.9283331108231,1725.1620517999957,1717.9475033364092,1710.0550311052484,1717.0645338670026,1718.3146540447137,1707.9653213466527,1717.9827802497337,1712.4452083190197,1711.8723543151702
USP2,1321.4246693117857,1364.2041153645039,1349.8341451470599,1419.6710956887,1261.8310287019794,1408.6303076095292,1426.9482501510824,1405.0161237852083,1390.7724202525637,1411.4334488035745
HSPA8,1787.432933279937,1800.282225025336,1800.656252616346,1800.8078944883728,1806.5798576171535,1784.4813463028254,1805.9590886733858,1794.396005100781,1799.7200712147453,1814.0336530102263
SIAE,1370.620513229566,1361.2815338856071,1365.24245953879,1391.2189652057623,1365.1383992456595,1385.8419278558674,1402.8006196904514,1378.0580231776357,1375.6223104549433,1363.3080977681527
WNK1,1533.6397214301026,1581.2359838294497,1576.8048022467212,1564.5696576566431,1506.903097072059,1554.605547968208,1566.3061793733625,1568.5497057586765,1545.8473411863536,1552.8495504467378
GAPDH,1798.1997603878972,1792.428447037344,1792.102771890064,1779.7224417755212,1801.0538288517996,1782.5043846323315,1806.462993852157,1799.2472038696058,1792.8555410103347,1807.6451504072293
CD4,1475.0676343810014,1477.2313452162614,1479.0059439409567,1448.5345426300455,1435.7044629795248,1467.5440388289337,1463.8926006829643,1463.5959915368621,1454.2382092693533,1452.067774164668
PTPN6,1365.467494717197,1370.336203742595,1379.5010448180083,1416.8371252902696,1368.9619478913878,1433.2958439147733,1397.028365272046,1418.1379046537058,1392.8362927527542,1420.071886770609
ETV6,1471.8163674539314,1442.4123354210096,1443.9225700575707,1423.947415801281,1481.5203152431754,1428.9249265838125,1412.6700213934714,1453.704692918485,1461.1724926198935,1440.4348966742066
PTMA,1606.6063650005265,1616.7322089024235,1631.551460380168,1609.7459153384468,1592.1222367820792,1613.4864665457785,1609.4223385662176,1619.81034105635,1611.8365528425413,1627.5476782475475
EMP1,1246.3416220911513,1281.0919793333699,1320.5932079947518,1383.2874128327962,1371.5010533240916,1375.8368064833396,1337.5757924088325,1300.0748660839345,1271.4517310869828,1312.9254210700522
ATF7IP,1349.352846872143,1378.7897422245203,1369.6276416617386,1374.8869596972454,1296.9989349696343,1362.9757547971913,1370.6531169312002,1354.1254882130465,1327.6899999977377,1372.8779870787173
MGST1,1437.452871705169,1440.5794673515484,1463.7939748567583,1479.7987066336314,1491.4169805320253,1488.1831905424733,1438.0588787794688,1456.649085850692,1443.1720777921894,1450.3940083798639
RN18S1,1820.7067412501951,1824.029998822853,1835.6739042210602,1805.9671739316695,1833.4020541244377,1820.7051356940703,1814.6202163782623,1812.5305088506093,1817.624746430115,1840.0365556359639
STK38L,1394.7935117130196,1437.1111380952,1441.377200973185,1434.112416543402,1430.9298527962862,1456.780125113996,1460.1016410137881,1479.547182071037,1436.9941373790944,1488.371931951665
FAR2,1536.4857778264725,1554.376309869122,1553.3611177589046,1630.4186805380289,1555.764607405237,1626.5089837736177,1576.6890975255938,1571.7295406175874,1555.567647255839,1577.4318734448168
ANO6,1501.4775045102785,1502.898352594367,1502.9740374440075,1526.7600777449256,1556.9958308801524,1524.2306119838604,1514.9051050614164,1503.708725374798,1496.9066190695125,1524.420166433872
TUBA1C,1527.031778079801,1512.7947434645555,1521.013433725224,1474.4584479486352,1476.1321614470169,1463.4711696612976,1482.007099384682,1469.9460793158062,1478.6750614634568,1472.2432894545957
TMBIM6,1677.3676228785255,1668.1580726942764,1660.782813033503,1684.0790257019266,1688.0128991078277,1682.550241639144,1683.4950268069715,1671.4350900313673,1667.450325939123,1672.9542205273751
DAZAP2,1627.4322697422174,1617.5931222514298,1628.6350342641153,1633.371932709398,1623.0158811297051,1632.5342051303726,1633.7772978606213,1634.1257577392987,1619.7350708601682,1638.2376083743707
EIF4B,1591.3082985121025,1609.167686832649,1610.9913408690677,1600.653079497909,1553.2015117278936,1602.1278236976011,1592.841524018962,1594.760415133806,1592.0717937303796,1594.433666040582
SP1,1374.4166240458883,1396.6016007335054,1402.2039844566307,1424.6247169027927,1374.6883089869827,1402.0869199504805,1423.7216093605848,1411.4524490140498,1391.5314986075045,1426.3645892060376
COPZ1,1446.7330142308983,1428.552727206907,1426.395259864337,1446.299723206029,1405.6408259464554,1433.9644014921396,1426.4759248608989,1427.8060809810788,1424.9555649823574,1460.8978124668395
NCKAP1L,1560.078339603788,1586.8250661923475,1577.7344986470966,1586.8397017697093,1518.6693469431993,1574.6499705485076,1598.131841876744,1579.4826980178761,1554.6307667637047,1579.0905849175745
METTL7B,1262.8581949761165,1331.5347842676233,1334.4017325864836,1395.37051932596,1399.8362897433265,1381.0198366996901,1383.5712136177192,1329.8061166874895,1319.7771210382602,1358.745956931158
BLOC1S1,1411.9095497716114,1403.8179189965158,1393.476613534697,1401.6855980173827,1390.2622518823941,1404.379703298626,1426.9784570010358,1408.817415822744,1404.921367246911,1406.9308409278544
RAB5B,1445.3969146431846,1437.911732674531,1442.3534506542862,1428.8585343146715,1388.6670384888025,1429.7261019219243,1448.0271392641555,1431.474594722741,1402.8848489216732,1436.9532448700022
PA2G4,1617.5251460574993,1596.1813298977138,1583.4359063218585,1615.0176212803751,1627.8690800453855,1610.656376187602,1616.486622339456,1607.141649011916,1642.421255857291,1594.3830288091528
ESYT1,1398.8743650644283,1422.4276303225736,1437.7556295755521,1409.362134186136,1299.4355993002257,1399.6396437470337,1392.5028299335434,1383.6661951177812,1358.800587025956,1361.355553495724
MYL6,1678.8502005972691,1673.2550087318666,1662.7626966784853,1641.0813741948239,1646.55113837137,1637.6707507707915,1681.170472399179,1661.4862997797254,1650.854547995246,1652.5036218991438
OBFC2B,1390.9097878089785,1380.7144593296243,1365.0618601938568,1379.9626047939992,1308.2298163353885,1366.2045187536496,1393.551831450114,1364.1076783659187,1357.846336632727,1378.7696973841807
LRP1,1452.4593508860282,1540.056085595678,1524.477545496873,1498.9715378148865,1442.8670676292288,1471.514368490839,1489.2691007212532,1501.3652568950495,1468.3132999913278,1478.9876212514187
MARS,1344.5873793774801,1342.756405925208,1331.4340978616328,1354.2368169028757,1359.1882670750604,1350.6208381113313,1375.4428249029331,1359.6805488348427,1366.3484245206882,1369.2759007781417
OS9,1533.183859583065,1542.3564241301256,1544.4242570737051,1538.183706849775,1532.4334051179821,1530.4718498993552,1524.1305516449713,1526.7176983164393,1520.2424657217648,1526.3785955737367
RPL14,1641.9117014422673,1647.0163439229718,1650.8875024510098,1631.0397683902252,1634.256827368211,1641.8748705057635,1645.257273881622,1645.6322974827358,1650.248653020041,1656.3287857327718
RAP1B,1427.3020741202326,1409.062910196037,1420.63360676746,1406.796890540532,1494.039362446123,1437.6968395007486,1387.8894201224489,1426.99982926696,1448.3680033244777,1421.4103519689234
LYZ,1554.0727362315538,1566.1028270465142,1566.0414099001068,1537.1800946912597,1437.997323717245,1488.270690920697,1525.0024311777229,1462.8376495171303,1412.919728003116,1476.8677004005096
GLIPR1,1619.2568734944439,1637.5339591537384,1642.8844458086028,1614.663889126144,1575.746826690735,1590.6598053766438,1624.7221080677139,1628.1260951535878,1605.214107086463,1632.5032840584843
PLXNC1,1386.7331076428773,1389.8952502504794,1365.228630475986,1265.7752604040556,1347.216031999942,1289.7453210682809,1290.4049128251604,1324.3560467388224,1356.3990272359729,1302.7024483314347
DRAM1,1264.3394037403648,1194.9739122506967,1165.1001842785329,1141.359298326424,1485.4635393621654,1225.99842442608,1066.9195334434824,1192.3996074512347,1334.6303012667677,1113.0721752117754
TXNRD1,1334.3559503727527,1305.9893740456596,1285.7545126780037,1338.6821995007492,1429.742749311513,1372.3367913543875,1310.182024009097,1340.1828089524313,1386.0100583932774,1350.4674538794166
ATP2A2,1561.5663931405143,1589.476350295817,1576.0544728985537,1606.1688332051594,1594.042835102972,1599.9567205629228,1605.516043651764,1600.8490528662364,1603.3895836171096,1602.899663705993
PTPN11,1410.6418979086782,1415.7665189168044,1405.0478422233166,1419.2926845469647,1419.0519242000978,1413.8953694304646,1408.0415081574001,1427.0532143549915,1437.3264906047714,1415.9442681222288
TPCN1,1544.6598051197504,1558.0667218683666,1552.7038949721882,1546.0590459734253,1386.931192626632,1533.152916175869,1567.8563399914356,1551.30221577922,1519.7432520288758,1549.480121695971
PEBP1,1485.3991339593579,1505.9458213441148,1499.5427868116942,1479.853548828086,1449.1831199680728,1478.5649849049037,1472.975251248557,1481.4731517854095,1472.606537750173,1470.123368603687
COX6A1,1618.2192059867727,1615.654696335036,1620.1910906689534,1609.852857617633,1625.9043617343502,1621.1331792864928,1619.8093758343518,1613.6573674485992,1605.9731854414038,1620.1067423751197
MLEC,1458.2199114035486,1461.157763978838,1461.993458263984,1472.1454783975214,1421.6412161215883,1454.2836299477983,1470.0136069144703,1462.3544460280232,1451.0555510135923,1451.2329441329996
P2RX4,1454.7687771201197,1433.652405006755,1441.3635088317951,1471.1583188973423,1518.0875145731945,1455.3158609721572,1438.1879444110887,1438.1573126655749,1463.3526203636336,1422.9869490123365
TMED2,1673.2689731186738,1666.621314948677,1663.1132154980671,1685.4432252889796,1682.754347782713,1679.38518889558,1679.2866633929818,1670.3140031827027,1667.1713133546043,1668.3872896820023
BRI3BP,1408.2941409487096,1432.7668157974267,1435.7168697225932,1406.3677503689264,1245.370963379549,1390.603862502016,1406.5805950505533,1392.1160963593036,1380.909872473324,1390.3259347405874
MRPL51,1379.38182200146,1367.3933332229892,1358.8293343545802,1379.294901076517,1320.4329919839095,1378.562990142375,1398.2036863429678,1370.8044954473864,1359.2959711343517,1387.3506552506742
CHD4,1380.7097078622003,1416.2682614100154,1399.5833085946003,1395.2059927425967,1333.048827415232,1406.9281518143944,1404.9329486894485,1400.2881213733795,1388.9054978120337,1421.2844431772617
MLF2,1408.8718397458563,1408.9518688245885,1405.9036010601865,1393.6772665721803,1397.758513957551,1412.920560529315,1405.2803274639143,1404.6314773816982,1401.7742694185886,1413.6628555602758
PHB2,1420.6037797732206,1416.5753387829095,1417.7253959362413,1418.0080061418707,1377.2014939254775,1422.8709941654529,1412.116686823867,1418.0489295069863,1410.5180314422582,1414.8548833595926
LPCAT3,1329.8058194202492,1301.8489017717668,1305.2726602293312,1371.9364496355993,1344.6170888306076,1363.7175939413198,1361.8336778717944,1337.1890005925848,1328.2043952577258,1354.0477798562163
C3AR1,1315.1900398524367,1375.4297125773624,1377.3924550439608,1356.6897711553343,1417.2361108557934,1328.9567014985046,1351.8611609673417,1329.1200498638625,1292.2768747911905,1317.1173626880857
A2M,1664.3598172612542,1685.4723013534376,1685.6723876520953,1671.2980522843313,1669.3666882738341,1674.453722266623,1687.2255727762404,1689.7461752262236,1679.966228688787,1698.7244656033038
PTMA,1604.9184441074415,1618.196309948186,1633.0014581533603,1609.59784141342,1593.9104751325442,1620.6177473710184,1611.3391004996367,1620.2702741224687,1614.153451461045,1631.9257459054284
CSDA,1538.3147010326052,1522.3689772694315,1535.0040637974416,1547.151776697929,1587.7805540021143,1538.1828207303279,1512.710989323878,1528.2275381138472,1553.4162413957993,1498.8907903506872
WBP11,1373.5884065760451,1366.832368665006,1372.6741431209955,1361.4674860307146,1381.0852939327444,1367.2727069646849,1360.393909559915,1367.2137322954732,1358.5254040259306,1394.0730898663385
GDI,1623.3705817537473,1629.5252715981708,1641.8178279943284,1615.9869570673563,1608.942983023925,1619.1370769082623,1587.720089913193,1625.5184389305034,1634.4488815672912,1616.1885155215678
LDHB,1577.977419633868,1579.6800337480445,1578.7997472472323,1595.759784697716,1589.6225635905657,1598.1096422663547,1593.5239242201865,1572.628874023659,1581.9931479690124,1608.3082674521465
BCAT1,1275.5536051774898,1312.020565572657,1319.0049195935212,1412.3688574970981,1483.9786259439304,1387.7341235349572,1351.5049947456162,1365.5496232821376,1404.5944848562247,1362.9038210610136
BHLHE41,1406.6171716915894,1361.3177251474126,1338.3792996602547,1357.8709349183957,1451.1437020300323,1380.3417087684559,1396.8224094769078,1409.809830920768,1420.094728093241,1412.6432680625826
TM7SF3,1416.449002879049,1438.5916897145107,1438.1212097506625,1431.5773361047482,1350.4795325207983,1405.368184133873,1413.9469473233282,1427.0723782327466,1412.9908488579933,1421.623849485219
ERGIC2,1400.315874148304,1410.447500136318,1417.1174648585288,1415.8417394609223,1405.9551808762208,1418.99910242905,1419.2221617561333,1418.6498539594452,1423.5481926810348,1429.3138657933252
TMTC1,1346.833423018425,1366.0364350815137,1360.3391667856463,1354.8951974473005,1359.0083402402602,1324.4703930437609,1379.0333209315081,1360.68076636881,1392.1332904564667,1370.6992175534454
H3F3C,1372.6438279740753,1356.8190416345144,1391.6035285925566,1344.1756050137594,1438.397161127912,1351.1324418852587,1374.2716229479142,1383.8550961985084,1371.843331185211,1390.1644430295432
SRSF2IP,1402.0270672678146,1425.9946630202091,1422.0685431851232,1426.8526810525022,1406.2626420575268,1410.5184017083898,1424.8035638043773,1432.9762214296827,1415.7645621982094,1430.38545909627
SLC38A1,1306.427362126047,1328.2358959188186,1343.8556085305663,1405.4066409111133,1302.1343639472573,1379.1167034733226,1344.267021585144,1326.3860489324363,1315.5168450602332,1348.43868004508
SLC38A2,1527.4520471099524,1540.5125890116321,1540.3604295091775,1545.1993945753525,1531.4834465802253,1526.7325759236971,1515.1165530110916,1506.388930563669,1505.978631192616,1524.7322012653808
ARF3,1555.7209574442663,1561.532309362457,1563.559024666115,1565.0166215414465,1550.431603596757,1559.0762704180802,1561.4689642648843,1553.7989952810078,1544.4837355649556,1562.7292848706957
TUBA1B,1419.731755759518,1419.840777632167,1425.8311436390727,1389.119880213021,1382.9314397702715,1386.6472047742084,1427.5290454933722,1400.7699560140754,1404.5821754774959,1415.9661653033872
TUBA1A,1434.3439760456422,1466.97167084689,1483.575011522772,1415.9788449470582,1277.995352215486,1393.3984058315389,1447.475177733185,1402.0019195840366,1373.2165107678425,1381.029212764975
ITGB7,1535.2427671444602,1544.3853282010327,1546.294603587568,1542.7657721964392,1550.4564210912122,1533.1392442417716,1584.446765809131,1576.6409687164994,1557.1541894031027,1562.2831298045908
CBX5,1599.1647283623993,1620.6419618823065,1598.5164308487135,1596.5933860534228,1538.0490526133128,1591.8547324167628,1605.4501377973195,1611.0059080763606,1620.9660087330453,1633.3244283519286
ZNF385A,1361.0063458069087,1367.8686177104107,1384.400093007321,1352.9284192486798,1305.7291780190903,1331.82876469436,1388.7983716983251,1370.1980956012833,1336.3972441978453,1361.3407728984423
GTSF1,1496.8216902707143,1492.2808782503287,1500.5984509128568,1490.794566621737,1461.4277959823212,1494.1441538089696,1491.4206522611298,1462.347601785968,1460.2465537977405,1477.4137613556502
CD63,1495.0242530179808,1504.8175861749548,1495.6199883034828,1527.8007083846976,1541.7868430282015,1527.5966421586575,1506.2824224382991,1497.4202357743516,1505.3604268386819,1494.1541563513356
RAB13,1536.7992684059668,1524.3389334517922,1532.7161069711867,1516.4305504194415,1540.7183120169368,1520.9479806070578,1544.2757744867513,1555.3430562886927,1549.263877637961,1544.7202219416386
CS,1505.129875104562,1495.436646609267,1489.3448799044836,1469.9613880033753,1462.7045181970711,1476.8382196283935,1484.4442429604835,1484.072594918028,1500.1084252477403,1460.0547709922369
ATP5B,1672.5475340994883,1669.8894955601925,1675.2937444785377,1670.3684770883294,1666.8973475755436,1666.6279071892313,1669.8662453233628,1676.404009763544,1667.5187113765053,1672.123496217174
NACA,1559.2761322693614,1571.9345553692433,1572.354856294998,1560.6004538330067,1550.426088597989,1567.056578350773,1537.5286626380255,1565.1440109119394,1571.5985614869403,1552.6976387524508
STAT6,1424.216450687131,1436.1090239899074,1433.9546911257107,1436.844928882092,1445.3998308133494,1431.6442742757993,1437.5714500643087,1427.3406725213158,1431.8378754004875,1428.6501074894575
