,GSM2648567,GSM2648570,GSM2648571,GSM2648572,GSM2648574,GSM2648577,GSM2648578,GSM2648579,GSM2648581,GSM2648582,GSM2648584,GSM2648586,GSM2648588,GSM2648589
HSPH1,1474.2112510811191,1467.8896623707092,1482.1404504839043,1474.8096980445077,1464.2211652811457,1504.9417621696994,1491.360511976783,1497.0550610066093,1500.1917452466053,1487.7339689681796,1522.1071196486469,1474.8288116665967,1483.4614642767654,1496.5088982411703
PCNP,1343.643008035186,1369.7371806026977,1374.4486760894708,1368.7156117863979,1378.6477492141355,1388.9318907295908,1397.9487792735347,1373.1172396941297,1400.3126819285922,1390.939110807076,1362.5298531743697,1351.4356992890873,1370.0353569824154,1381.9612191108051
LPAR6,1422.0905743048263,1438.7126730839354,1406.604653038331,1422.5626248536278,1427.969848017085,1411.385370173918,1441.4349394924689,1395.0186815299064,1412.7663522096545,1408.6816519584497,1398.3575890090465,1443.9447041050246,1428.6415212433103,1452.2018428198535
RCC1,1388.0570002865663,1385.4243817311221,1306.208718598716,1349.8225648042906,1360.6034570890608,1367.781447929213,1364.4325868093267,1341.8440085882112,1374.2305183017143,1384.870335103035,1299.8353741335027,1403.6590542789806,1409.0928356633492,1415.482230409919
HNRNPA3,1456.8532238396247,1425.177704471996,1411.216910675492,1359.6767804339138,1388.1139807737404,1391.4846952238695,1395.665851382036,1388.0234664877157,1402.493131704985,1407.7117936699412,1431.0484546120476,1386.8126777571406,1384.3704656949747,1400.2252588154486
COMMD6,1389.7467561359872,1384.6809579038634,1362.2604265521227,1372.3338024445106,1391.3672689354773,1375.080638521736,1374.8383986576234,1371.6576886888333,1395.940866482057,1377.7334876129155,1349.3591256621637,1393.016706304947,1385.9757609834835,1388.3091699894226
KCTD12,1401.8450242938834,1398.9976852733807,1323.3331087539677,1369.8387347774437,1414.254171735043,1331.5866685305298,1349.254050159293,1279.3474245900006,1337.4678348846517,1337.9755725353111,1274.2345231642266,1364.292672470319,1359.4310861244048,1366.5131249435453
RPS26,1405.8727553899482,1401.351176174041,1412.804893897531,1411.1628648371557,1420.047247491624,1388.0235895050346,1391.42339901224,1389.9231995422285,1395.0921557430604,1395.383271572139,1386.5585543130599,1408.462882363838,1389.6195482395517,1397.49180927763
PNP,1414.5038035161863,1417.4148810823847,1421.3843764000785,1418.1095935971937,1421.885883567848,1470.2514847241716,1483.1962815076643,1460.045699054386,1467.399035937437,1470.910815280174,1356.4384088977279,1447.6822362534265,1441.245351202789,1440.9643280532662
TOX4,1396.3056948994322,1386.3129306517321,1372.170562465427,1385.4325651557456,1392.1548637920089,1385.4994682073207,1381.1754680707252,1390.8512613859323,1404.3679364564014,1392.245895955305,1382.325155320575,1396.2554428026613,1380.311303142221,1397.4329812845738
LRP10,1455.19635861501,1456.2837622166112,1471.4919433701978,1482.1661056801374,1480.3421617435017,1443.1076197082268,1449.2921414047512,1443.066664530589,1448.5309135920293,1441.9992169328711,1451.092780228399,1481.9067631726323,1451.8257688259403,1449.2029832668513
A,1477.5386859573512,1496.1972702020325,1491.9129702952644,1487.32340095682,1500.6700673175765,1488.0159444633848,1484.1883248890865,1497.7037503422964,1508.8439555295258,1501.612081805427,1501.336360926013,1526.8258535885334,1515.4110902323457,1511.1680132550468
ARF6,1451.92922321759,1430.0339186806293,1464.0836326587753,1435.9915969595706,1433.8082036173341,1432.7243025517225,1423.2438386427573,1436.7501202639705,1436.0485890898751,1447.5660125382187,1438.061010564175,1395.9311569250792,1424.8647590572798,1447.7965838049506
TMX1,1464.157683432011,1454.9023356204705,1451.039484763456,1431.6426981263637,1436.6045769929644,1469.2229872473436,1467.7165839576583,1458.2045660869205,1464.5622680493764,1466.8035813748315,1473.4195916843776,1442.3246488098168,1449.3225500412975,1461.2640899362248
EIF2S1,1368.323858801251,1373.3351876340732,1400.6517658479681,1358.9162026953152,1349.7909048443883,1376.150111993657,1375.1345106435501,1387.5424006568385,1391.116041444932,1394.0232874460594,1436.9699850844738,1351.299526702357,1386.1992137008417,1400.4742517162906
PSEN1,1496.5878394909664,1481.3548066452815,1504.779460859375,1479.1394145892252,1466.2916890416097,1503.0664274609544,1489.3054675030253,1512.040329778073,1495.5552193766532,1498.607021595042,1535.6878416034142,1468.0201823300781,1488.2334821241598,1483.8718244769912
ACOT2,1332.245995407013,1364.601121402735,1360.3816319448429,1374.3821968224704,1355.8865322836614,1379.2437996231602,1376.05969002815,1360.3894370667117,1374.8431728383855,1366.6271779293231,1287.5327892161158,1338.9269211984458,1358.298742906379,1326.6832902216604
A,1574.3865011420335,1565.9394612896513,1570.814690869824,1551.4511615398671,1556.6057675290333,1578.0975720753004,1576.2204759436172,1575.8258431327818,1571.6826623832326,1578.8092549721591,1579.6177830496422,1563.988190703799,1553.126618821118,1571.7526375457153
CCNK,1400.2827196155868,1408.4171252946376,1393.606969368097,1385.2421124343166,1396.6197308009891,1400.5076093432945,1394.4159040128714,1399.5063579635575,1411.1753606957159,1400.4603637659895,1386.4374821286794,1407.9366048591182,1377.8601776291096,1405.7290963983535
DYNC1H1,1457.5261112054523,1411.1923004288074,1412.7843949746991,1406.5426736381721,1386.644444029236,1442.0436097023185,1435.5208872021192,1426.9952499596652,1422.7421146096601,1421.527158994852,1457.5605113508143,1427.2357368533467,1425.6749465171508,1417.8859695680508
TNFAIP2,1154.6009899430942,1197.5932176316644,1485.5733367608082,1381.2617875727958,1192.271247479786,1158.849492897359,1148.4707467876983,1319.4173464373637,1127.7855234465846,1133.1923820504182,1584.8252627982793,1178.5605468614135,1240.4290795503957,1144.1390701034102
EIF5,1471.149682088738,1484.1162907329087,1512.4132597219473,1495.6457738342306,1494.3734248147464,1523.6391087305242,1516.272126792801,1535.7570115195965,1541.8345154128976,1527.394488994026,1568.5107859530124,1497.96166229834,1509.4450397664277,1513.5553352988372
POTEM,1531.6519864198222,1534.5897029165792,1546.5398664523739,1528.9777404112401,1496.6429054640557,1526.5306481175696,1526.1584463229308,1539.234858546222,1541.1918421684165,1531.2452765446012,1511.2436427410548,1536.8993271840966,1542.5503138246663,1530.6674408138695
RPPH1,1357.0828025523672,1368.7270551887902,1384.1228010712377,1397.281738788252,1365.697439501734,1424.5045179361155,1432.0794382228248,1440.1884463016572,1426.819200924968,1425.6698588854279,1379.7289824577804,1416.5329288004418,1375.7312078741531,1329.5038872747737
DAD1,1741.779224765306,1737.0994487456735,1735.3431453026383,1734.1268351499807,1746.9896726396667,1741.184764277477,1738.3984179500208,1733.9411431211024,1732.4710483347899,1735.549812636474,1733.5032810377609,1737.0249364331835,1735.6216868758988,1741.2908092549667
RBM23,1450.6053755691387,1448.2868219311229,1440.075294238139,1440.4665508314215,1448.9357877519394,1432.6969852216607,1444.4233507790086,1430.0220125952985,1431.290623901964,1432.490240661154,1441.0272790814963,1425.4823945660817,1440.5078201479487,1449.1455233666568
PRMT5,1377.0866064709842,1388.4049225634296,1425.5251588121077,1406.4166185995284,1383.999003465833,1413.565293112853,1401.3779471105554,1409.9548897633767,1409.4397335896008,1421.4193969627954,1421.3736864238272,1404.6827533416858,1427.6243315728802,1407.7401929051566
NEDD8,1469.4955577495243,1483.4467985569795,1458.584454960424,1474.464416851701,1496.0926867576634,1441.8073147972834,1467.6101473912884,1449.3368738446582,1452.5888970932763,1462.8082017306112,1465.0215847132602,1503.5707087063458,1464.962869380833,1458.9930557856849
SNX6,1437.3107109339153,1422.943325676256,1404.0081228129661,1390.8419705097156,1409.535463178226,1383.1119335599162,1391.9323841309063,1382.4346535346626,1389.9166576192445,1402.730186820951,1437.7239345962976,1383.492869790031,1390.6106912742162,1413.021031351593
BAZ1A,1411.9575209791028,1426.2059020673396,1427.057111645073,1409.2583376228652,1422.265959831366,1432.6614726925802,1431.021895415944,1437.1426045679157,1425.2459477383716,1425.7967179864565,1535.6080440273454,1410.1956132605787,1432.4086873003744,1424.2503375610095
NFKBIA,1502.9124325526673,1534.165280473761,1671.9386103889403,1626.0990371958076,1554.0508866529667,1547.1142563191643,1524.4540966896482,1633.9489527274472,1513.0424811627931,1518.8976573778268,1743.4284485164044,1557.8033994538152,1579.4899268427332,1554.7622922953808
RPL36AL,1399.7331720927828,1409.4576448318694,1388.4207418916444,1389.7773534985622,1400.2819096722146,1405.3140935676747,1409.2351490228384,1399.2964878843648,1417.3251023366438,1405.6752276717095,1395.6444714227027,1421.9207462834872,1397.264921274576,1396.136029251615
RN7SL1,1870.4514603354294,1848.4555757992953,1855.915076209737,1862.6618696626324,1843.9777256604887,1856.5048731335241,1872.15643216429,1875.9100749387876,1849.595859289743,1855.2570613349515,1861.3555077435262,1866.3737788073167,1850.8945006460388,1857.8605296350293
PYGL,1433.758523454841,1418.0049651883674,1350.9857456756465,1390.8995173751837,1432.8916298121717,1423.8338774830975,1423.9111140396146,1394.4653876847613,1407.8391906686315,1403.0248273136626,1341.947306665636,1397.541593571376,1380.3400915291202,1361.4247771627602
ZFP36L1,1462.8845421634694,1457.2024314396147,1471.065565775296,1471.4939024627931,1463.8904852107203,1424.7517397731751,1420.5979347685097,1432.5241000329493,1404.2301232978186,1416.8920275400687,1476.1560982154313,1470.3506435520228,1458.5499134801978,1475.1598091332332
ACTN1,1689.3872003343618,1673.5401342766586,1658.0403407089611,1664.81026553059,1675.9373652254028,1665.148341916855,1673.028626771157,1656.9569822535138,1661.184804205959,1667.1959464801478,1606.8727827380164,1668.1320506521486,1662.995441107653,1672.1993835498058
NPC2,1703.8522230356075,1716.8052104556896,1696.8434350347554,1710.6682664910838,1707.6181625119243,1693.1335806987045,1689.2861299984816,1684.342302002747,1692.5366155402394,1691.416486242106,1695.5980565847376,1711.2318423311071,1702.631566365256,1697.033005176674
DYNLL1,1469.4544444685164,1522.993386495061,1503.289872466929,1514.9500068717398,1533.4801164628534,1515.8987432575025,1516.4536147841752,1516.7296995345853,1554.0848771728824,1510.9505485327506,1556.5122573168533,1542.2843964817387,1526.2876169778867,1500.7800841556193
DICER1,1379.9014957773186,1365.2969003880262,1381.1190255789475,1376.183961776997,1351.5400789264559,1374.349899942582,1368.4767669599746,1371.7367306667113,1370.7660865230773,1368.52187998662,1378.4260806554134,1355.1369553901663,1372.9661518562862,1380.3591823696713
WARS,1464.6483019187042,1474.1615307918396,1509.2755579338225,1489.0374754496818,1477.1451303572312,1584.0636769608057,1575.0810588549132,1580.3503149699281,1586.3618105024034,1576.8654461660774,1669.736762837016,1529.1755521083005,1551.2951290641174,1553.912706628221
AKT1,1484.5827614366879,1482.9005257999327,1488.4445525521191,1497.1474729902466,1483.1303024202832,1480.718119737365,1476.8182749536509,1475.9126947170043,1473.1926465447987,1477.2183043463651,1476.2207617684523,1494.0427499133248,1492.7203578536978,1481.6172074407925
GPR132,1290.408846564932,1301.660505326977,1404.5629603242808,1368.7521951508738,1319.5711371802277,1302.6737332197804,1296.7578981400086,1341.7555633405514,1280.4681760460376,1285.188272928631,1521.6063210678003,1355.1306345637388,1356.083270903169,1317.9986367351378
CYFIP1,1504.9749488165585,1509.2229318825898,1467.7461068713953,1489.6280159024582,1494.4049834936666,1516.827532479605,1511.7090001525312,1494.3172104280468,1520.1337186395856,1513.2681142601425,1455.8888897141978,1524.6602834907828,1524.8591646374716,1524.0513437343445
RPL41,1761.091503297372,1765.6808775078473,1744.6154913969017,1759.202196695829,1774.206975033683,1755.8049993265724,1751.9772675903685,1743.333510561347,1756.7220707852475,1742.730310569958,1779.1172265030991,1768.468299724314,1755.9408045242988,1755.372589081176
HMGN2,1547.60393945085,1579.3471031687452,1523.451246369459,1555.9959937483575,1594.2141079866653,1521.4018193984598,1529.1045558971957,1511.6219524124094,1558.1947111694378,1549.3397493956022,1540.3670063656637,1540.6107515711676,1555.0842291302472,1518.1959062859646
TMEM85,1471.9787999223956,1468.631717093314,1449.9011112488618,1456.9797608937442,1458.9728197650581,1452.5853673731815,1466.2564925984811,1458.139152036263,1468.7635226560808,1459.3748215447108,1454.9175605986,1458.6488701050416,1473.0921614908727,1464.7896652410088
CHP,1569.4200167962906,1563.914555506012,1543.0441168121197,1555.6342705939885,1573.4924049843246,1561.514586861262,1557.6227328275177,1553.0017906241897,1551.1498662410795,1551.3149319578527,1504.8089313052888,1565.4955703974742,1539.0134548627939,1535.3093798938585
NUSAP1,1453.3024068032507,1454.9119193530503,1432.8829055138783,1419.4441328106602,1432.27006104909,1393.7411066869772,1401.5144042469274,1388.2701319704036,1416.704260879661,1426.5005813857115,1373.5322879299442,1414.7809606058788,1415.4907119327515,1453.6232913032338
PDIA3,1597.9635973573086,1596.7155648125918,1584.9329823215314,1576.5004899799087,1593.9383125752317,1591.380623817869,1589.1620707571092,1584.2601672894377,1597.3077229593646,1584.6856959101247,1578.389175542236,1571.9167055921364,1564.2841750578154,1578.5137524685877
CASC4,1390.2867105598898,1389.3537120888268,1377.7654018036603,1365.186892802453,1379.0072437305319,1401.6836204024567,1403.478022439316,1403.985857640877,1406.2031710929778,1404.8676944694637,1358.1281913620014,1365.4717814175774,1371.9201737989572,1372.127367620395
B2M,1670.7231411995192,1693.1607730767503,1682.190804994565,1669.3523574121532,1687.1489289409456,1677.0464050252885,1681.478052655293,1663.8799692814362,1676.7508686922486,1681.7288159678646,1720.990195617985,1682.990115034747,1677.0606244211453,1671.9462863703784
TCF12,1574.0000363005604,1573.2463728293965,1497.6226036013563,1546.9556552160636,1584.4336617543331,1592.7574172529853,1587.78931196521,1556.7154007917268,1587.386540028105,1583.2493235081567,1464.2346155147873,1580.2382109931366,1574.8577383031338,1579.128026163523
RAB8B,1371.0593994752403,1354.0052097520795,1350.0694438250637,1336.6363856640828,1364.297331850854,1344.2806220503148,1351.0870788721738,1346.5889802877823,1336.306929584429,1340.2789518686095,1471.0985828769929,1317.7215103992623,1335.4894297912188,1349.1997729685468
USP3,1350.0022732972031,1341.5187014843664,1331.2384500143194,1336.934670250091,1343.4500801910697,1367.1968570658898,1369.9832537455181,1354.1561594354096,1354.9279433850904,1366.1456589759566,1276.5093044103023,1337.6921614967716,1344.2538485512723,1337.1899697814897
RAB11A,1390.2140770967758,1385.8378513367065,1386.3626500393289,1365.657406935825,1379.0950591849187,1374.8006358886023,1385.5257215782551,1377.6621534221065,1385.3879262000653,1377.044629053567,1391.0987612273273,1377.9937507981547,1369.1189266661315,1374.4640702283
PIAS1,1587.6277185119468,1592.4672330704464,1589.1557604248878,1597.2201018752323,1597.8131695000504,1582.1965374510792,1575.3976394112956,1576.734825878377,1587.6348766108983,1589.395851564441,1582.516636373388,1587.7366348658675,1585.4998453267829,1598.4071907716002
RPLP1,1659.7527473839368,1646.2716768779128,1651.8032017886637,1666.6887596390739,1666.672834787593,1623.7967335357487,1627.9527409134926,1633.3561378933632,1617.3424814492128,1621.6698981271766,1640.585882806866,1645.5749448623833,1634.1124637945954,1609.8882260675828
CD276,1389.4123681171236,1382.6587903295324,1395.999876959999,1401.5497979771114,1416.0324346863763,1444.6715368542673,1445.5723198672586,1440.4964374568367,1420.3842815598434,1420.5041017284932,1424.1542192037466,1437.9041925887107,1422.4890317003324,1416.164908747943
NAD+,1443.8381295152542,1461.174204041601,1484.8080436417529,1460.9450139571659,1454.9250761644155,1460.4268069674322,1462.6526596269043,1466.742462490451,1470.586476912189,1464.5937776794965,1471.046301706465,1403.2124741509544,1439.3782186810563,1423.4718927226618
MORF4L1,1420.644757256052,1442.234010254673,1421.521035885624,1401.1551908996182,1429.125170088862,1402.1480150135078,1417.2206206433102,1411.7374226437948,1432.5213909221807,1417.3339882791358,1402.3557227341555,1388.2568491865413,1428.3604917521538,1421.6468568450596
PDE8A,1285.2441962047315,1300.0834336757437,1333.250760938977,1275.4343351246866,1280.3349177368998,1325.1904522832008,1308.470150611928,1365.6341448574517,1316.984706059057,1301.7161040857482,1379.1593928630814,1263.9601334484478,1307.0873556269303,1287.680878062575
MRPS11,1487.5771787367564,1483.1647629982033,1491.9553347357837,1489.2882153635055,1478.8520432518753,1468.3857110809483,1464.80595323885,1464.688733858349,1479.2782573099503,1477.939900738237,1490.2376187510451,1487.6422261091868,1483.4354176409997,1488.2784515847554
ABHD2,1476.0860166950752,1471.08378352908,1435.8456831605051,1460.4024292256127,1473.2579243841396,1524.0898446765443,1530.400898692727,1501.7117237377927,1539.4330187880846,1546.3237765743763,1397.4894464142276,1554.0054072265425,1546.8480087260111,1559.1566065673894
IQGAP1,1643.1402409713837,1639.5685404906928,1620.8730604251473,1616.7558925380763,1630.4420992706546,1624.248835348272,1617.7744031115274,1606.9765591729895,1619.9486510818226,1616.9638347019259,1611.6317450763345,1609.915865162688,1623.3716537301495,1626.0522432294076
SLCO3A1,1250.7041065644555,1253.9667863228353,1401.7587076808868,1343.1652145677479,1252.2390491640733,1265.389538698231,1227.4390374345476,1346.295843573273,1210.2399549188435,1216.2453986021535,1433.4355027927306,1240.1565881690447,1288.228768807204,1232.5158168345263
GLTSCR2,1563.721716048609,1571.0284232895076,1566.3090276313883,1576.3867664124366,1601.253065502359,1574.229438138544,1587.0660891424395,1563.916397534944,1562.5528817487864,1586.210733275177,1541.9918501128604,1580.815329927816,1572.8617434781388,1569.4337201450132
MEF2A,1442.1113717129263,1426.545440021594,1352.7880109710206,1404.8847758473148,1436.6114375753384,1404.7732104324502,1402.9499333215576,1360.1235562066431,1396.3870536390536,1398.6788800461698,1344.8529015087395,1436.146728023341,1418.052878366759,1406.956275695362
RPL5,1764.569686870632,1768.6463581889582,1767.9842634251854,1768.6261809979078,1763.4166510759019,1773.6036057283625,1782.460427284443,1767.3622718362153,1764.8612340619584,1766.9044717358415,1784.7071842887558,1768.0134750400787,1763.6615757154868,1780.2267321009704
PLCB2,1505.5505347506678,1493.3755455096182,1455.355191316983,1477.6733396832608,1485.251594490315,1428.9271936731272,1437.4572139672334,1403.7555456708533,1428.2369026256388,1441.9705713294131,1381.0924203523375,1494.071605860059,1482.5045931312666,1488.2428811703496
EHD4,1424.1517201260174,1426.2346532650788,1399.8263425552732,1427.4595890722424,1437.9904146325066,1419.4972513357807,1414.3973224917797,1399.5036323781135,1420.0226925794027,1409.8615780056502,1418.1446362335894,1441.289957005498,1445.3141098845085,1427.3394912428885
RPS3A,1512.426045777873,1531.9911422828081,1539.439039583429,1500.6345390049007,1508.3648965082218,1528.558959874661,1527.9010039543973,1516.6424808003756,1525.5548243727576,1515.581587758469,1505.441808632732,1514.0605323904997,1467.3056957241818,1509.7410924002197
SPPL2A,1507.4979338277376,1514.1996273007976,1527.7382544310217,1496.395253248775,1483.1495120509305,1500.7745034687662,1478.7027480069441,1502.6411483742183,1504.7354860196895,1489.9287678236083,1536.1528688570572,1481.9933310128342,1470.7342555162913,1485.503959261084
CYP19A1,1355.4156590075008,1369.987726754426,1302.5709797529796,1326.6041858005483,1377.7037330794774,1393.3982741947011,1404.2067035475409,1369.4281597955892,1415.0586898969764,1430.1453934066594,1396.3709045289852,1407.9187416539971,1412.2910883602672,1429.692610965135
DMXL2,1400.2580516469825,1398.5157604350838,1459.6708978705105,1419.7154251764368,1362.0275767782498,1352.9747721024455,1325.3844220366095,1418.4341860798602,1329.6772979645543,1332.4501084435246,1487.2176932429186,1338.071960719499,1388.0252199555762,1350.8470935834052
ARPP19,1371.5870199148403,1364.5226717060466,1373.347200635974,1351.7973814042593,1355.0926256913453,1369.8234183513352,1379.4547435810778,1368.581865515207,1385.6444497031705,1371.6360663054163,1360.6156744229093,1352.6016169464106,1360.052229843639,1376.0784198051897
ADAM10,1529.0659610444313,1523.8572915318941,1481.541881937215,1498.7930393099318,1530.2131071363688,1549.085201683126,1559.9370458603817,1536.7709293047883,1566.8278186382977,1556.7316791641342,1477.9240272714412,1533.939531504811,1529.3679743760754,1541.7572015513852
MYO1E,1339.3088459513438,1344.5525004877243,1357.402318500465,1367.8651513245923,1362.8245020268103,1426.7609293992236,1417.4294000619589,1434.2194141791572,1421.546824244128,1404.8172236443233,1292.6185088702334,1392.4382132775656,1410.5953152843615,1389.2668349926623
ANXA2,1511.4968856270966,1523.1138677046354,1518.8075570506223,1550.4947874423312,1558.5843594856867,1473.6429312513492,1486.7359796251462,1492.4624495333612,1502.268494032381,1485.240437390974,1532.7325796483092,1484.0874482901004,1494.1899364611115,1468.820066811786
CLN6,1508.8765991841992,1493.7096070452556,1505.9082682099809,1502.2718843438051,1497.361894496848,1483.7926852358248,1487.5069624456462,1473.131234771337,1482.7345021682754,1480.3815974139468,1449.9109506104123,1500.3883100093979,1486.6405247157506,1493.9697178897231
PKM2,1693.2696645041988,1691.891613062258,1698.5065809738444,1704.8820661846462,1709.8011998233217,1695.3490161667196,1684.553796509111,1691.404293888317,1688.5468563749248,1688.4741735440577,1720.7989565994749,1709.3314721247689,1708.941706598395,1713.9877800126021
ADPGK,1408.745203289693,1404.4426144833428,1399.059682841363,1393.5850377636796,1388.2484481882702,1385.784934306467,1383.2100439740273,1372.6116435942558,1376.9854169866562,1382.8337691048034,1347.2241277562364,1365.9506527240917,1377.4927829772562,1367.6010323872254
NPTN,1506.100082273472,1499.758311407743,1511.8966868665855,1519.372894531977,1506.9269184426378,1537.3469449555544,1536.2781075562561,1536.8526968681101,1511.9304244870984,1534.2175989224625,1534.0396089115075,1528.9076040314849,1526.2478615864545,1528.548264970986
SCAMP2,1626.667519714257,1613.3652465129558,1584.2537846783703,1620.9883274768843,1634.0823242782833,1604.793432878231,1611.8808193916338,1587.5145163096504,1599.7747149466727,1593.4594350264188,1532.2964446204844,1622.2909440334618,1610.7705655218044,1590.4941416591164
COX5A,1526.4278588464308,1512.8318917511995,1514.3387918732838,1503.3323908645682,1519.8495114022487,1509.722294930521,1512.2002458434695,1499.4263203429448,1498.269183460036,1507.5649110192805,1495.7876777486672,1528.2466654420064,1514.9066080238304,1510.6618188961916
TSPAN3,1427.8765833853247,1419.2097772841098,1429.8695638575998,1419.094741127463,1426.63752292006,1421.2742436563033,1418.0816651738157,1413.2801040051352,1415.5458116555324,1413.4627395832338,1426.9141146795105,1403.3746170897457,1405.9549014913625,1391.033042877209
CTSH,1564.3438970345273,1570.5163781488172,1596.2675200526767,1588.1030341889816,1574.757496374085,1579.8786619953323,1573.1133469484332,1576.0888621281338,1574.7268322525272,1569.184332210255,1569.2427223404031,1559.187110804345,1577.1375043704181,1554.020785964301
ST20,1369.5698653043275,1381.7442284204917,1409.3077776624214,1392.3518906465129,1378.7424252508965,1429.2686602989002,1434.884996946627,1431.752759352279,1431.447539874608,1452.6103668995456,1357.3115044455442,1409.045497669324,1403.4407157021865,1410.6761201865174
RPL9,1663.4131998363316,1660.6445375382548,1665.13706779334,1646.3240200808011,1646.6015149943048,1666.5975262766358,1663.6458340742388,1663.4466011958302,1659.6825043287322,1663.6411634986393,1665.3011182638047,1661.3976223215177,1648.0652353116252,1654.1761281888346
RPS17,1678.2043879002392,1682.0450123888745,1687.4685943263328,1702.4061808060685,1684.2400420143822,1683.6162229051602,1680.6251955529697,1683.5586961875786,1663.1742258417419,1674.665628600923,1685.2284991566066,1690.674041422196,1689.3080267333032,1660.9331388331216
RPL9,1672.4910122828549,1669.5615161514008,1673.6208886560057,1654.4901943233701,1658.2919473595505,1675.078191394333,1671.9792713924585,1671.0237287303282,1668.1532378780735,1672.1093495113807,1673.6152001980217,1669.9362343693733,1655.514573140623,1658.9056252119767
RPS17,1678.2043879002392,1682.0450123888745,1687.4685943263328,1702.4061808060685,1684.2400420143822,1683.6162229051602,1680.6251955529697,1683.5586961875786,1663.1742258417419,1674.665628600923,1685.2284991566066,1690.674041422196,1689.3080267333032,1660.9331388331216
AP3S2,1407.5076935313584,1405.9677970681798,1403.0419402501593,1394.2221637742155,1404.004461668331,1395.0509726634425,1380.7920235175206,1378.5588710332038,1384.4941873993535,1392.2199785045575,1350.403923580556,1363.5414559903443,1389.0355552481728,1383.2362816579757
NADP+,1507.685684477673,1510.4961992110448,1472.6617485664674,1498.5409292326447,1514.395348414942,1482.548380851508,1482.0514061335057,1462.568228382867,1487.0067100843494,1489.043482269119,1434.4315966733152,1516.496798750469,1509.318919214299,1494.3774095625306
RPL23A,1455.2881782759273,1445.7197507043993,1462.0815711955333,1442.220360064725,1455.2228254394456,1456.9547743165726,1446.03900327365,1449.210134121509,1464.773763490766,1445.3507525374628,1427.395651776478,1434.9526414656348,1430.1261794819568,1440.3035392010308
NME4,1442.903487593677,1442.2066281615876,1420.6792134546636,1448.4080182659736,1462.5677649290187,1396.8511847145176,1406.0611560308325,1390.2475442100722,1391.2947892050745,1400.1793640368296,1389.2070083463825,1434.5143058938186,1421.9036678333869,1413.1810982164202
ATP6V0C,1735.4532612609053,1730.611261789171,1716.6754595771208,1726.693698360394,1750.5324773775849,1720.7213523281544,1727.6305853189297,1707.9458719483416,1714.2019356588671,1719.8602063995938,1701.4989497530078,1739.542274262548,1720.9711396954608,1711.813880455248
SRRM2,1537.7477155505792,1527.4484530399984,1534.9907733289224,1528.6146470934077,1520.745503460289,1537.0327956598433,1537.8091566263465,1529.9556029019063,1535.941297275075,1531.9232224931084,1547.6340890690453,1554.2761034887612,1542.831343315823,1556.4792488369035
NPIP,1413.3937449289754,1411.2730776034082,1431.6379376005586,1424.5096271352875,1411.907852563145,1408.1086564330008,1402.1421070742372,1393.0712507301225,1407.0778070796282,1395.2905143799894,1432.2302842300342,1430.2807262801327,1415.8718153402713,1427.7225572441844
NPIP,1415.8797279872474,1414.8546553789326,1434.5460514529675,1426.943037446496,1415.2379792474705,1412.0901572895134,1405.7582211880874,1396.1443483183048,1409.7876777028553,1399.9065487658006,1435.83355753563,1432.8626464664733,1419.3031168835141,1430.96356923372
NOMO3,1702.9956963479449,1697.3529715280708,1688.8529549149089,1697.7298129050807,1701.181564128665,1701.9161023135855,1701.3475762823762,1692.3337185247428,1697.3136835422115,1697.6257618107268,1704.972895952561,1693.8811737877734,1703.6391599067197,1699.5434555780237
NOMO3,1702.9956963479449,1697.3529715280708,1688.8529549149089,1697.7298129050807,1701.181564128665,1701.9161023135855,1701.3475762823762,1692.3337185247428,1697.3136835422115,1697.6257618107268,1704.972895952561,1693.8811737877734,1703.6391599067197,1699.5434555780237
UQCRC2,1534.1694896601998,1545.6945107672207,1530.4823769007758,1543.9618480482761,1546.7759251036084,1526.2602065499575,1535.067732756639,1531.2134605843414,1528.496657738154,1532.9408234540467,1516.5845770565656,1511.302728338352,1528.094430974688,1524.95154883739
NPIPL3,1578.625280413938,1545.9916064771933,1569.8731070144154,1558.918552416042,1542.03389056672,1545.5476074401179,1534.616059635249,1525.9803365317389,1527.6916105741539,1528.583963575713,1588.1973982973304,1571.7930372489907,1567.4015460963026,1580.860031726525
PLK1,1502.6945321633257,1506.8160459004143,1477.980535743899,1505.0176919246958,1512.383825662894,1449.337336828829,1446.524790679133,1431.8576943918758,1476.8576578710763,1473.0415025469106,1392.4910913477022,1451.0872379680363,1443.6800262091008,1450.937725015577
EIF3C,1583.0901827313855,1578.4790908179493,1586.4840674824732,1583.7883894423626,1590.2816221699054,1595.4891502591693,1585.2348343723315,1590.8724375767372,1590.87280359424,1583.2384108973156,1605.6304170278395,1582.3639324025403,1590.7036889776618,1579.8832134232202
SPN,1388.554470986761,1400.6994823586167,1335.2353299880692,1375.0713890446202,1382.2262289803987,1422.712501084059,1428.2463572621436,1400.9618205906877,1419.4277763700738,1422.8939635027077,1273.8078812963133,1414.3123949946269,1395.6075327145359,1402.158374029131
QPRT,1476.3861436464322,1469.7667048516892,1416.8705135925102,1479.2627293009423,1480.4574195273844,1433.5001147254789,1436.7353557158272,1400.2858754005597,1440.807918764505,1444.4818358992354,1346.1017335742185,1483.2987190793717,1447.1387452636761,1470.1416445162572
